	Token	Polarity	StdDev	Grades
534	admirability	2.4	0.4899	[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]
535	admirable	2.6	0.66332	[2, 3, 3, 3, 4, 3, 2, 2, 2, 2]
536	admirableness	2.2	0.87178	[2, 2, 3, 3, 3, 1, 3, 1, 3, 1]
537	admirably	2.5	0.67082	[2, 3, 3, 3, 4, 2, 2, 2, 2, 2]
538	admiral	1.3	1.18743	[0, 0, 1, 3, 3, 2, 2, 0, 2, 0]
539	admirals	1.5	0.80623	[2, 2, 0, 2, 2, 0, 1, 2, 2, 2]
540	admiralties	1.6	0.66332	[2, 2, 2, 1, 0, 2, 2, 2, 1, 2]
541	admiralty	1.2	1.53623	[0, 4, 0, 0, 0, 2, 2, 3, 2, -1]
542	admiration	2.5	0.80623	[3, 1, 1, 3, 3, 2, 3, 3, 3, 3]
543	admirations	1.6	0.66332	[2, 2, 1, 1, 2, 2, 2, 2, 2, 0]
544	admire	2.1	0.83066	[3, 3, 1, 3, 3, 2, 1, 2, 1, 2]
545	admired	2.3	0.78102	[4, 2, 2, 2, 2, 2, 3, 3, 1, 2]
546	admirer	1.8	0.74833	[2, 1, 1, 2, 3, 2, 3, 1, 1, 2]
547	admirers	1.7	1.00499	[2, 3, 2, 2, 2, 1, -1, 2, 2, 2]
548	admires	1.5	0.67082	[3, 1, 1, 2, 1, 2, 2, 1, 1, 1]
549	admiring	1.6	0.8	[1, 2, 1, 1, 3, 3, 2, 1, 1, 1]
550	admiringly	2.3	0.64031	[1, 3, 3, 2, 2, 2, 2, 3, 3, 2]
551	admit	0.8	1.07703	[0, 0, 0, 0, 0, 1, 3, 2, 2, 0]
552	admits	1.2	0.87178	[1, 2, 2, 2, 0, 0, 1, 2, 0, 2]
553	admitted	0.4	0.66332	[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]
554	admonished	-1.9	0.9434	[-2, -2, -2, -1, -2, -3, -1, -1, -1, -4]
555	adopt	0.7	0.64031	[0, 0, 1, 1, 1, 0, 1, 0, 1, 2]
556	adopts	0.7	0.64031	[0, 0, 1, 2, 1, 0, 1, 1, 0, 1]
557	adorability	2.2	0.74833	[2, 2, 2, 2, 1, 2, 3, 2, 4, 2]
558	adorable	2.2	0.6	[3, 2, 2, 3, 2, 2, 1, 3, 2, 2]
559	adorableness	2.5	0.67082	[2, 3, 3, 2, 3, 2, 1, 3, 3, 3]
560	adorably	2.1	0.7	[3, 1, 2, 3, 2, 2, 1, 3, 2, 2]
561	adoration	2.9	0.7	[3, 3, 3, 2, 3, 3, 4, 2, 4, 2]
562	adorations	2.2	0.87178	[2, 2, 3, 1, 3, 1, 3, 3, 1, 3]
563	adore	2.6	0.91652	[3, 3, 1, 2, 3, 3, 3, 4, 1, 3]
564	adored	1.8	0.87178	[2, 3, 3, 2, 2, 1, 1, 0, 2, 2]
565	adorer	1.7	1.1	[2, 4, 3, 1, 2, 1, 1, 0, 2, 1]
566	adorers	2.1	0.7	[3, 2, 1, 2, 2, 2, 3, 2, 3, 1]
567	adores	1.6	0.66332	[2, 1, 3, 2, 2, 1, 1, 1, 2, 1]
568	adoring	2.6	0.66332	[2, 3, 3, 3, 1, 3, 3, 2, 3, 3]
569	adoringly	2.4	0.8	[2, 3, 2, 3, 3, 3, 3, 1, 1, 3]
570	adorn	0.9	0.53852	[1, 1, 1, 0, 2, 1, 1, 0, 1, 1]
571	adorned	0.8	1.249	[1, 1, 0, 2, -1, 3, -1, 2, 1, 0]
572	adorner	1.3	0.78102	[1, 1, 1, 2, 1, 3, 1, 2, 1, 0]
573	adorners	0.9	0.9434	[2, 2, 0, 1, -1, 2, 1, 1, 0, 1]
574	adorning	1.0	0.7746	[0, 0, 1, 1, 1, 2, 2, 1, 0, 2]
575	adornment	1.3	0.78102	[1, 3, 1, 0, 2, 2, 1, 1, 1, 1]
576	adornments	0.8	1.16619	[2, -1, 0, 0, 2, 1, 2, -1, 1, 2]
577	adorns	0.5	1.56525	[3, -1, 1, 0, 2, -1, 3, -1, 0, -1]
578	advanced	1.0	0.63246	[1, 0, 1, 1, 1, 0, 1, 2, 1, 2]
579	advantage	1.0	0.63246	[1, 2, 1, 1, 2, 0, 1, 0, 1, 1]
580	advantaged	1.4	0.91652	[1, 0, 3, 0, 1, 1, 2, 2, 2, 2]
581	advantageous	1.5	0.67082	[2, 0, 2, 2, 2, 1, 1, 1, 2, 2]
582	advantageously	1.9	0.53852	[2, 2, 2, 3, 2, 2, 2, 1, 1, 2]
583	advantageousness	1.6	1.28062	[-2, 2, 3, 1, 2, 2, 2, 2, 2, 2]
584	advantages	1.5	0.80623	[1, 0, 3, 1, 1, 1, 2, 2, 2, 2]
585	advantaging	1.6	0.66332	[3, 1, 1, 2, 1, 1, 2, 2, 2, 1]
586	adventure	1.3	0.45826	[1, 2, 1, 1, 2, 1, 1, 1, 1, 2]
587	adventured	1.3	0.45826	[1, 2, 1, 2, 1, 2, 1, 1, 1, 1]
588	adventurer	1.2	0.6	[1, 2, 0, 2, 1, 2, 1, 1, 1, 1]
589	adventurers	0.9	0.9434	[0, 1, 0, 1, 0, 1, 0, 1, 3, 2]
590	adventures	1.4	1.2	[2, 2, 1, 2, -2, 2, 2, 1, 2, 2]
591	adventuresome	1.7	1.1	[0, 3, 0, 1, 2, 2, 3, 1, 2, 3]
592	adventuresomeness	1.3	1.00499	[1, 0, 0, 2, 3, 2, 2, 0, 1, 2]
593	adventuress	0.8	1.72047	[3, -1, 2, 2, 0, 0, 1, 2, -3, 2]
594	adventuresses	1.4	1.11355	[1, 0, 0, 3, 2, 2, 3, 0, 1, 2]
595	adventuring	2.3	0.78102	[2, 3, 2, 3, 1, 3, 3, 1, 2, 3]
596	adventurism	1.5	0.67082	[1, 0, 2, 2, 2, 2, 1, 1, 2, 2]
597	adventurist	1.4	0.4899	[1, 1, 2, 1, 2, 2, 2, 1, 1, 1]
598	adventuristic	1.7	0.64031	[2, 1, 1, 2, 2, 1, 3, 2, 2, 1]
599	adventurists	1.2	0.9798	[3, 1, 0, 0, 1, 2, 1, 0, 2, 2]
600	adventurous	1.4	1.11355	[0, 1, 2, 1, 2, 0, 3, 2, 3, 0]
601	adventurously	1.3	0.9	[0, 1, 2, 2, 1, 2, 1, 1, 0, 3]
602	adventurousness	1.8	0.87178	[0, 1, 3, 2, 1, 3, 2, 2, 2, 2]
603	adversarial	-1.5	0.92195	[-2, 0, -1, -3, -2, -2, 0, -1, -2, -2]
604	adversaries	-1.0	0.63246	[-1, -1, -1, -1, 0, -2, -2, -1, -1, 0]
605	adversary	-0.8	1.72047	[-3, -1, -2, -2, -2, 2, 1, -1, 2, -2]
606	adversative	-1.2	0.74833	[-1, -1, -2, -1, -1, -1, -3, -1, 0, -1]
607	adversatively	-0.1	1.37477	[0, -2, -1, 0, -1, -1, 1, 1, 3, -1]
608	adversatives	-1.0	0.7746	[-1, -1, -2, -1, -2, 1, -1, -1, -1, -1]
609	adverse	-1.5	0.80623	[-2, -2, -2, -1, -1, 0, -1, -3, -1, -2]
610	adversely	-0.8	1.6	[-2, -2, 0, -2, -2, 2, -2, 2, -2, 0]
611	adverseness	-0.6	1.35647	[-1, -2, -1, 2, -1, -2, -1, 2, -1, -1]
612	adversities	-1.5	0.67082	[-2, -2, -1, -1, -2, 0, -2, -1, -2, -2]
613	adversity	-1.8	0.6	[-3, -2, -1, -2, -2, -2, -1, -1, -2, -2]
614	affected	-0.6	1.35647	[-1, -2, 0, -2, 0, 0, 2, -2, 1, -2]
615	affection	2.4	0.8	[3, 2, 2, 3, 4, 1, 3, 2, 2, 2]
616	affectional	1.9	1.04403	[3, 3, 2, 0, 2, 2, 2, 3, 2, 0]
617	affectionally	1.5	0.92195	[1, 1, 3, 1, 1, 0, 2, 2, 3, 1]
618	affectionate	1.9	1.13578	[1, 0, 3, 1, 3, 2, 2, 1, 2, 4]
619	affectionately	2.2	0.87178	[4, 1, 1, 2, 2, 2, 3, 3, 2, 2]
620	affectioned	1.8	0.4	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2]
621	affectionless	-2.0	0.44721	[-2, -1, -2, -2, -2, -2, -2, -2, -2, -3]
622	affections	1.5	1.11803	[-1, 3, 2, 2, 1, 1, 2, 1, 3, 1]
623	afflicted	-1.5	1.0247	[-1, -2, -3, -2, 1, -1, -1, -2, -2, -2]
624	affronted	0.2	2.03961	[1, -2, 2, -2, -2, 4, 0, 2, 1, -2]
625	aggravate	-2.5	0.80623	[-3, -3, -2, -3, -2, -4, -3, -2, -2, -1]
626	aggravated	-1.9	1.04403	[-4, -3, -3, -1, -1, -1, -1, -2, -2, -1]
627	aggravates	-1.9	0.83066	[-3, -2, -2, -2, -3, -1, -2, -2, 0, -2]
628	aggravating	-1.2	0.9798	[-2, -2, -1, -2, -2, -1, 0, 1, -1, -2]
629	aggress	-1.3	1.55242	[-2, -2, 2, -2, -1, -3, -3, -1, 1, -2]
630	aggressed	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -2, -1]
631	aggresses	-0.5	1.43178	[-1, -2, -1, -1, -3, 0, -1, 1, 2, 1]
632	aggressing	-0.6	1.28062	[-1, -2, -1, 0, -1, -2, 2, -2, 1, 0]
633	aggression	-1.2	1.77764	[-2, -2, 1, 1, -4, 2, -2, -2, -2, -2]
634	aggressions	-1.3	1.48661	[-1, -2, -2, -2, -2, -3, 1, -2, 2, -2]
635	aggressive	-0.6	1.28062	[-2, 1, -2, -2, 0, -2, -1, 1, 1, 0]
636	aggressively	-1.3	1.55242	[-1, -2, 3, -2, -3, -2, -1, -1, -2, -2]
637	aggressiveness	-1.8	0.74833	[-1, -2, -1, -2, -2, -1, -3, -1, -3, -2]
638	aggressivities	-1.4	1.28062	[-1, -1, -1, -2, 2, -2, -2, -2, -3, -2]
639	aggressivity	-0.6	1.35647	[-3, -1, 1, 0, 0, 0, -3, -1, 1, 0]
640	aggressor	-0.8	1.32665	[-2, 0, -1, 2, -2, -2, -1, -1, -2, 1]
641	aggressors	-0.9	1.13578	[-2, -2, -1, -1, -1, 1, 1, 0, -2, -2]
642	aghast	-1.9	1.04403	[-2, -3, -1, 0, -2, -1, -4, -2, -2, -2]
643	agitate	-1.7	0.64031	[-2, -2, -3, -1, -1, -1, -2, -1, -2, -2]
644	agitated	-2.0	0.63246	[-2, -2, -2, -2, -1, -3, -3, -2, -2, -1]
645	agitatedly	-1.6	0.8	[-1, -2, -1, -3, -1, -3, -1, -1, -2, -1]
646	agitates	-1.4	0.8	[-2, 0, -1, -2, -1, -1, -3, -1, -2, -1]
647	agitating	-1.8	0.87178	[-2, -1, -1, -1, -2, -3, -1, -3, -3, -1]
648	agitation	-1.0	1.09545	[-2, -1, 1, -1, -2, -1, -2, -1, 1, -2]
649	agitational	-1.2	1.66132	[-3, -3, -2, 1, -1, -2, 0, 2, -1, -3]
650	agitations	-1.3	1.18743	[-1, -2, -1, -3, -2, -3, 0, -1, 1, -1]
651	agitative	-1.3	1.26886	[-2, -2, -1, -2, -1, -3, 1, -2, 1, -2]
652	agitato	-0.1	1.13578	[1, 2, 0, 0, 0, 0, -2, 0, -2, 0]
653	agitator	-1.4	0.8	[-1, -1, -1, -2, -1, -1, -2, -3, -2, 0]
654	agitators	-2.1	0.9434	[-2, -3, -3, -2, -2, -1, -3, -2, 0, -3]
655	agog	1.9	0.7	[2, 1, 3, 3, 2, 1, 2, 2, 1, 2]
656	agonise	-2.1	0.9434	[-3, -3, -2, -3, -1, -3, -1, -3, -1, -1]
657	agonised	-2.3	0.64031	[-2, -3, -3, -2, -2, -2, -2, -3, -1, -3]
658	agonises	-2.4	0.91652	[-1, -4, -3, -3, -2, -2, -2, -3, -1, -3]
659	agonising	-1.5	1.43178	[-3, -2, -3, -3, -1, 1, 0, 0, -1, -3]
660	agonize	-2.3	0.9	[-2, -3, -1, -2, -2, -2, -4, -1, -3, -3]
661	agonized	-2.2	1.249	[-2, -3, -3, -3, -3, -2, -1, -3, 1, -3]
662	agonizes	-2.3	1.18743	[-1, -3, -4, -3, -3, -2, -1, -3, 0, -3]
663	agonizing	-2.7	0.78102	[-3, -2, -2, -2, -4, -3, -3, -2, -4, -2]
664	agonizingly	-2.3	1.48661	[-3, -1, -3, -4, -4, -2, -3, 1, -1, -3]
665	agony	-1.8	1.16619	[-3, -1, -2, -4, -2, -1, 0, -3, -1, -1]
666	agree	1.5	1.11803	[1, 0, 3, 1, 2, 1, 4, 1, 1, 1]
667	agreeability	1.9	1.04403	[1, 1, 1, 3, 3, 2, 1, 2, 4, 1]
668	agreeable	1.8	0.4	[2, 1, 2, 1, 2, 2, 2, 2, 2, 2]
669	agreeableness	1.8	0.9798	[2, 3, 2, 1, 1, 1, 4, 1, 2, 1]
670	agreeablenesses	1.3	0.45826	[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]
671	agreeably	1.6	0.4899	[1, 1, 2, 1, 1, 2, 2, 2, 2, 2]
672	agreed	1.1	0.53852	[1, 1, 2, 1, 1, 2, 1, 0, 1, 1]
673	agreeing	1.4	0.4899	[1, 1, 1, 1, 2, 1, 1, 2, 2, 2]
674	agreement	2.2	0.74833	[2, 1, 1, 3, 3, 3, 2, 2, 2, 3]
675	agreements	1.1	1.13578	[0, 1, 0, 1, 1, 2, 1, 0, 4, 1]
676	agrees	0.8	1.4	[1, 1, 1, 1, 3, 1, -3, 1, 1, 1]
677	alarm	-1.4	0.91652	[-1, -1, -2, -2, -2, -2, -1, 1, -2, -2]
678	alarmed	-1.4	0.4899	[-2, -1, -2, -2, -1, -1, -1, -2, -1, -1]
679	alarming	-0.5	1.62788	[-1, 1, -1, 1, -3, 1, -2, -3, 1, 1]
680	alarmingly	-2.6	0.91652	[-3, -3, -4, -3, -2, -1, -3, -3, -1, -3]
681	alarmism	-0.3	1.26886	[-2, 0, -2, -1, 0, 1, 1, -1, 2, -1]
682	alarmists	-1.1	1.3	[-1, -2, -3, -2, -1, -2, 1, 1, 0, -2]
683	alarms	-1.1	1.04403	[-2, 0, -2, -1, 0, 0, 0, -1, -2, -3]
684	alas	-1.1	1.22066	[-1, -2, -1, 0, -1, 0, 1, -3, -1, -3]
685	alert	1.2	0.87178	[1, 2, 0, 1, 0, 2, 2, 0, 2, 2]
686	alienation	-1.1	1.51327	[-3, -2, -3, -1, -2, -1, 2, -1, 1, -1]
687	alive	1.6	0.8	[1, 1, 2, 3, 3, 2, 1, 1, 1, 1]
688	allergic	-1.2	0.4	[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]
689	allow	0.9	0.83066	[0, 0, 0, 1, 2, 2, 1, 1, 2, 0]
690	alone	-1.0	0.63246	[-2, -1, -1, -1, -2, -1, 0, -1, -1, 0]
691	alright	1.0	0.7746	[0, 1, 0, 3, 1, 1, 1, 1, 1, 1]
692	amaze	2.5	1.0247	[3, 2, 3, 4, 2, 3, 1, 4, 2, 1]
693	amazed	2.2	1.07703	[1, 0, 3, 2, 2, 4, 3, 3, 2, 2]
694	amazedly	2.1	0.53852	[2, 2, 2, 2, 3, 2, 2, 3, 1, 2]
695	amazement	2.5	0.80623	[3, 3, 2, 4, 1, 2, 2, 3, 2, 3]
696	amazements	2.2	0.87178	[3, 1, 1, 3, 3, 2, 1, 2, 3, 3]
697	amazes	2.2	0.9798	[1, 0, 3, 2, 2, 3, 3, 3, 2, 3]
698	amazing	2.8	0.87178	[1, 4, 3, 2, 4, 2, 3, 3, 3, 3]
699	amazon	0.7	0.64031	[0, 1, 1, 0, 1, 0, 1, 0, 1, 2]
700	amazonite	0.2	0.6	[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
701	amazons	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]
702	amazonstone	1.0	1.61245	[0, 0, 0, 0, 4, 4, 2, 0, 0, 0]
703	amazonstones	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
704	ambitious	2.1	0.53852	[2, 3, 2, 2, 2, 2, 2, 2, 3, 1]
705	ambivalent	0.5	0.92195	[0, 0, -1, 2, 1, 1, 1, -1, 1, 1]
706	amor	3.0	0.63246	[3, 3, 2, 4, 3, 2, 4, 3, 3, 3]
707	amoral	-1.6	0.66332	[-1, -2, 0, -2, -2, -2, -2, -2, -1, -2]
708	amoralism	-0.7	1.34536	[-2, -1, -2, 0, 0, -3, 2, 0, -1, 0]
709	amoralisms	-0.7	1.00499	[-2, 0, 1, -1, -2, -1, -1, 1, -1, -1]
710	amoralities	-1.2	1.6	[-3, 0, 0, -2, 1, -1, 0, -4, -3, 0]
711	amorality	-1.5	0.92195	[0, -1, -1, -2, -1, -3, -1, -3, -2, -1]
712	amorally	-1.0	1.61245	[-2, 0, 1, -4, -1, 1, 1, -2, -2, -2]
713	amoretti	0.2	0.4	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
714	amoretto	0.6	0.8	[0, 1, 0, 1, 0, 0, 2, 0, 0, 2]
715	amorettos	0.3	0.64031	[0, 1, 0, 1, 0, 0, 0, 1, 1, -1]
716	amorino	1.2	0.87178	[2, 1, 1, 0, 3, 1, 1, 0, 1, 2]
717	amorist	1.6	1.0198	[3, 0, 0, 2, 2, 1, 3, 1, 2, 2]
718	amoristic	1.0	1.67332	[1, 0, 2, 3, -1, 3, 1, 3, 0, -2]
719	amorists	0.1	0.9434	[0, 2, 0, 0, 1, 0, -2, 0, 0, 0]
720	amoroso	2.3	0.78102	[3, 1, 1, 2, 3, 3, 3, 3, 2, 2]
721	amorous	1.8	0.9798	[3, 1, 2, 2, 1, 1, 3, 0, 2, 3]
722	amorously	2.3	0.78102	[1, 1, 3, 2, 3, 3, 2, 3, 2, 3]
723	amorousness	2.0	0.89443	[2, 3, 1, 2, 0, 2, 2, 3, 3, 2]
724	amorphous	-0.2	0.4	[0, 0, 0, 0, 0, 0, -1, 0, 0, -1]
725	amorphously	0.1	0.7	[-1, 0, 0, 0, 0, 0, 2, 0, 0, 0]
726	amorphousness	0.3	0.45826	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
727	amort	-2.1	0.83066	[-3, -1, -2, -2, -2, -2, -2, -4, -1, -2]
728	amortise	0.5	1.43178	[0, 1, 1, 0, -3, 2, 0, 0, 2, 2]
729	amortised	-0.2	1.16619	[-1, -3, 0, 0, 0, 2, 0, 0, 0, 0]
730	amortises	0.1	0.83066	[-1, -1, 0, 0, 0, 2, 1, 0, 0, 0]
731	amortizable	0.5	1.0247	[2, 0, 1, 0, 1, 1, -2, 1, 0, 1]
732	amortization	0.6	1.0198	[0, 0, 0, 0, 1, 0, 0, 0, 3, 2]
733	amortizations	0.2	1.07703	[-1, 1, 0, 0, 1, 0, 2, 1, -2, 0]
734	amortize	-0.1	1.04403	[0, 0, 0, 0, 2, -2, -1, 1, -1, 0]
735	amortized	0.8	0.74833	[0, 2, 0, 0, 1, 1, 1, 0, 1, 2]
736	amortizes	0.6	0.8	[0, 2, 0, 0, 1, 1, 0, 0, 0, 2]
737	amortizing	0.8	1.249	[0, 3, 0, 0, 0, 0, 0, 0, 3, 2]
738	amusable	0.7	1.18743	[2, 1, 1, 1, 1, 1, 2, -2, -1, 1]
739	amuse	1.7	0.78102	[1, 2, 1, 1, 2, 1, 1, 3, 3, 2]
740	amused	1.8	0.6	[1, 2, 2, 2, 2, 2, 1, 2, 3, 1]
741	amusedly	2.2	0.74833	[3, 3, 2, 2, 3, 2, 2, 3, 1, 1]
742	amusement	1.5	1.11803	[3, 2, 3, 1, 2, 2, -1, 1, 1, 1]
743	amusements	1.5	1.0247	[2, 1, 2, 1, 2, 2, 3, -1, 2, 1]
744	amuser	1.1	1.7	[2, 1, -3, 2, 2, 3, -1, 1, 2, 2]
745	amusers	1.3	0.45826	[1, 1, 2, 1, 2, 1, 2, 1, 1, 1]
746	amuses	1.7	0.64031	[1, 2, 1, 2, 2, 2, 1, 2, 3, 1]
747	amusia	0.3	1.48661	[0, -1, 1, -1, 2, 2, -1, -1, -1, 3]
748	amusias	-0.4	0.66332	[-1, 0, 0, 1, 0, 0, -1, -1, -1, -1]
749	amusing	1.6	0.91652	[2, 2, 2, -1, 2, 2, 1, 2, 2, 2]
750	amusingly	0.8	1.249	[1, 2, 1, 1, 1, 2, 2, -2, -1, 1]
751	amusingness	1.8	0.6	[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]
752	amusive	1.7	1.1	[3, 1, 3, 1, 2, 2, 2, 2, -1, 2]
753	anger	-2.7	1.18743	[-1, -2, -3, -2, -4, -4, -2, -1, -4, -4]
754	angered	-2.3	0.78102	[-2, -3, -2, -4, -2, -2, -3, -2, -2, -1]
755	angering	-2.2	0.6	[-3, -2, -1, -3, -2, -2, -3, -2, -2, -2]
756	angerly	-1.9	0.53852	[-2, -2, -1, -1, -3, -2, -2, -2, -2, -2]
757	angers	-2.3	0.9	[-3, -1, -2, -3, -2, -2, -4, -1, -3, -2]
758	angrier	-2.3	0.64031	[-2, -3, -2, -3, -1, -3, -2, -3, -2, -2]
759	angriest	-3.1	0.83066	[-4, -3, -2, -2, -2, -4, -3, -4, -4, -3]
760	angrily	-1.8	0.4	[-2, -1, -2, -2, -2, -1, -2, -2, -2, -2]
761	angriness	-1.7	0.64031	[-2, 0, -2, -2, -1, -2, -2, -2, -2, -2]
762	angry	-2.3	0.9	[-2, -2, -1, -3, -1, -2, -4, -2, -3, -3]
763	anguish	-2.9	0.83066	[-3, -3, -2, -3, -4, -1, -3, -3, -4, -3]
764	anguished	-1.8	1.4	[-3, -4, -1, -3, -2, -1, -1, 1, -1, -3]
765	anguishes	-2.1	1.44568	[-4, -4, -2, -3, 1, -2, -1, -1, -2, -3]
766	anguishing	-2.7	0.9	[-2, -2, -1, -3, -2, -4, -4, -3, -3, -3]
767	animosity	-1.9	1.75784	[-2, -3, -3, -3, -2, 2, 1, -3, -3, -3]
768	annoy	-1.9	0.53852	[-2, -2, -1, -2, -2, -1, -2, -2, -2, -3]
769	annoyance	-1.3	1.55242	[-2, -3, -2, -2, -1, 1, -3, -2, 2, -1]
770	annoyances	-1.8	0.6	[-2, -2, -2, -1, -1, -2, -3, -1, -2, -2]
771	annoyed	-1.6	1.11355	[-3, -1, 1, -3, -1, -1, -2, -2, -2, -2]
772	annoyer	-2.2	0.87178	[-3, -2, -1, -3, -2, -4, -2, -1, -2, -2]
773	annoyers	-1.5	1.0247	[-2, -1, -2, -3, -2, -1, -1, -2, 1, -2]
774	annoying	-1.7	0.64031	[-1, -2, -1, -2, -1, -1, -2, -2, -3, -2]
775	annoys	-1.8	0.6	[-1, -2, -3, -2, -2, -2, -1, -2, -1, -2]
776	antagonism	-1.9	1.04403	[-1, -1, -3, -2, -4, -2, -2, 0, -2, -2]
777	antagonisms	-1.2	1.53623	[0, -2, -2, -2, -2, -2, 3, -2, -1, -2]
778	antagonist	-1.9	0.7	[-3, -1, -2, -3, -2, -2, -1, -2, -2, -1]
779	antagonistic	-1.7	0.9	[-2, -2, -2, 1, -2, -2, -2, -2, -2, -2]
780	antagonistically	-2.2	0.87178	[-2, -3, -4, -2, -2, -3, -2, -2, -1, -1]
781	antagonists	-1.7	0.64031	[-2, -1, -1, -2, -1, -2, -2, -3, -1, -2]
782	antagonize	-2.0	0.44721	[-2, -2, -2, -3, -2, -1, -2, -2, -2, -2]
783	antagonized	-1.4	0.66332	[-2, -1, -2, -2, -1, 0, -2, -1, -1, -2]
784	antagonizes	-0.5	1.9105	[-2, 4, -2, -2, 1, 0, -2, 1, -1, -2]
785	antagonizing	-2.7	0.64031	[-4, -2, -2, -3, -2, -3, -3, -2, -3, -3]
786	anti	-1.3	0.78102	[0, -2, -3, -1, -1, -2, -1, -1, -1, -1]
787	anticipation	0.4	1.28062	[1, 1, -1, 0, -1, 1, 1, 2, -2, 2]
788	anxieties	-0.6	1.85472	[-2, -3, -3, -2, -1, 2, -1, 1, 1, 2]
789	anxiety	-0.7	2.1	[-2, -2, -2, -3, 3, -1, -3, 2, 2, -1]
790	anxious	-1.0	0.44721	[-1, -2, -1, -1, 0, -1, -1, -1, -1, -1]
791	anxiously	-0.9	0.83066	[-1, -1, -2, -1, -1, -1, -1, 0, 1, -2]
792	anxiousness	-1.0	1.48324	[-2, -1, -1, -1, -1, -2, 3, -3, -1, -1]
793	aok	2.0	0.89443	[2, 3, 2, 1, 2, 1, 1, 4, 2, 2]
794	apathetic	-1.2	0.87178	[-1, -1, 0, -2, -2, -1, -1, 0, -3, -1]
795	apathetically	-0.4	1.28062	[-1, -1, 0, -1, -2, 2, -1, -1, 2, -1]
796	apathies	-0.6	1.0198	[-1, -1, -1, -2, 0, 1, -1, -2, 1, 0]
797	apathy	-1.2	1.32665	[-2, -2, -1, 1, -1, -3, -1, 1, -1, -3]
798	apeshit	-0.9	2.21133	[-4, -3, 2, -3, -2, -3, 1, 0, 2, 1]
799	apocalyptic	-3.4	0.66332	[-4, -2, -3, -4, -3, -4, -4, -3, -3, -4]
800	apologise	1.6	0.66332	[2, 3, 2, 2, 1, 1, 2, 1, 1, 1]
801	apologised	0.4	0.91652	[-1, 0, 2, 0, 0, 1, 0, 2, 0, 0]
802	apologises	0.8	1.07703	[2, 0, 2, 0, 0, 1, 0, 3, 0, 0]
803	apologising	0.2	1.6	[0, -1, -1, 2, 2, 1, -2, -1, 3, -1]
804	apologize	0.4	0.8	[1, -1, 0, 1, 1, 1, -1, 1, 0, 1]
805	apologized	1.3	0.64031	[1, 1, 1, 2, 0, 2, 1, 2, 2, 1]
806	apologizes	1.5	0.80623	[2, 1, 1, 2, 0, 2, 1, 2, 3, 1]
807	apologizing	-0.3	1.34536	[1, 2, -1, 1, -1, 0, -3, 0, -1, -1]
808	apology	0.2	1.249	[1, 1, 1, 1, -1, 1, -1, -1, -2, 2]
809	appall	-2.4	0.66332	[-3, -2, -2, -3, -2, -3, -1, -3, -2, -3]
810	appalled	-2.0	0.63246	[-3, -2, -3, -2, -2, -1, -1, -2, -2, -2]
811	appalling	-1.5	1.5	[-2, -4, 1, -1, 1, -1, -2, -3, -2, -2]
812	appallingly	-2.0	1.67332	[-3, -2, 0, -2, 2, -3, -4, -3, -2, -3]
813	appalls	-1.9	1.37477	[0, -3, -2, -3, -3, -2, -1, -3, 1, -3]
814	appease	1.1	0.9434	[1, 1, 1, -1, 2, 0, 1, 2, 2, 2]
815	appeased	0.9	0.53852	[0, 1, 1, 1, 1, 1, 0, 1, 2, 1]
816	appeases	0.9	0.53852	[0, 1, 1, 1, 1, 1, 0, 1, 2, 1]
817	appeasing	1.0	1.09545	[1, 2, -1, 1, 2, 1, 2, 2, 1, -1]
818	applaud	2.0	0.63246	[3, 2, 2, 2, 1, 2, 3, 1, 2, 2]
819	applauded	1.5	0.5	[2, 2, 1, 2, 2, 2, 1, 1, 1, 1]
820	applauding	2.1	0.83066	[2, 2, 4, 1, 2, 2, 2, 1, 2, 3]
821	applauds	1.4	0.66332	[1, 1, 2, 1, 3, 1, 1, 1, 2, 1]
822	applause	1.8	0.6	[2, 1, 1, 2, 3, 2, 1, 2, 2, 2]
823	appreciate	1.7	0.78102	[2, 1, 2, 1, 1, 3, 1, 2, 3, 1]
824	appreciated	2.3	0.78102	[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]
825	appreciates	2.3	0.9	[3, 1, 3, 1, 2, 4, 2, 3, 2, 2]
826	appreciating	1.9	0.7	[1, 1, 2, 2, 2, 2, 1, 3, 2, 3]
827	appreciation	2.3	0.9	[3, 3, 2, 1, 1, 3, 3, 1, 3, 3]
828	appreciations	1.7	0.78102	[3, 2, 1, 2, 2, 1, 3, 1, 1, 1]
829	appreciative	2.6	0.8	[3, 3, 3, 2, 1, 3, 4, 2, 2, 3]
830	appreciatively	1.8	0.6	[2, 2, 2, 2, 2, 1, 3, 2, 1, 1]
